"thriveCatBroader","make","model","raw_n_xthrive","ave_year_xthrive","weighted_n_xthrive","co2_gpm","mpg_city","mpg_highway","weight_unladen"
"Urban","Toyota","Camry",177,2008,32548.36446,355.48,21,31,3362
"Urban","Honda","CR-V",155,2012,22478.05153,348.643846153846,22.4383,29.74665,3426
"Urban","Toyota","Prius",153,2011,21012.03631,185.145833333333,49.3956,45.865,3042
"Urban","Toyota","Corolla",150,2009,20488.86459,325.856666666667,24,32.5,2800
"Urban","Honda","Civic",148,2009,18400.33461,306.448275862069,25,34,2714
"Urban","Toyota","RAV4",111,2012,17626.89741,387.123106060606,20.232175,26.862275,3544.5
"Urban","Subaru","Outback",118,2012,16727.76245,390.061928811929,20.4671,27.389425,3573.5
"Urban","Subaru","Forester",116,2012,16396.16922,386.391304347826,20.8185,26.2183,3360
"Urban","Honda","Accord",111,2008,15626.61184,370.291666666667,21,31,3368
"Urban","Ford","Focus",90,2010,14077.39768,317.392857142857,24,34.5,2623
"Urban","Ford","Escape",93,2013,13150.51804,362,21.5725,29.551025,3618.5
"Urban","Ford","F-150",48,2007,12239.37604,592.466666666667,13,18,5004
"Urban","Hyundai","Sonata",47,2010,11816.87295,355.48,21,32,3327
"Urban","Toyota","Highlander",52,2011,11399.02708,424.152272727273,18.74755,24.4353,4365
"Urban","Subaru","Impreza",72,2014,10410.75771,374.75,21.550975,28.587425,NA
"Urban","Honda","Odyssey",45,2009,10337.50229,469.036111111111,16.5,24,4524.5
"Urban","Chevrolet","Silverado",43,2009,10002.02762,522.764705882353,15,20,5840
"Urban","Ford","Fusion",62,2013,9513.76859,269.5,31.87595,35.436,3523
"Urban","Jeep","Grand Cherokee",51,2011,9399.35312,493.722222222222,16.02875,22.414,4780
"Urban","Nissan","Altima",43,2010,9267.4211,386.391304347826,20,27,3139.5
"Urban","Chrysler","Town & Country",40,2008,9220.64551,480.729532163743,16.5,23.5,4507
"Urban","Hyundai","Elantra",50,2011,9060.58337,277.71875,28,38,2661
"Urban","Mazda","Mazda3",87,2013,8724.285,303.5,25.7117,34.638,2896
"Urban","BMW","3 Series",31,2010,8678.01177,444.35,17,26,3649
"Urban","Chevrolet","Malibu",49,2009,8601.71247,386.391304347826,19,29,3486.5
"Urban","Chevrolet","Equinox",54,2014,8210.65606,403.75,18.961675,26.6596,3829
"Urban","Toyota","Sienna",48,2010,7104.41892,480.729532163743,16.5,22,4412.5
"Urban","Honda","Pilot",27,2010,7020.90428,480.729532163743,16.5,22.5,4504
"Urban","Ford","Explorer",27,2007,6898.94201,NA,NA,NA,NA
"Urban","Nissan","Sentra",22,2012,6862.21478,341.807692307692,23.7023,30.0022,2961
"Urban","Nissan","Rogue",42,2015,6379.50459,343,23.7454,29.40355,3427.5
"Urban","Volkswagen","Jetta",57,2011,6195.06204,316.5,24.02725,33.18715,3185.5
"Urban","Kia","Soul",37,2014,6102.11408,338,23.5971,29.5912,2879
"Urban","Honda","Fit",79,2012,5878.8269,296.233333333333,27,33,2540
"Urban","MINI","Cooper",19,2012,5842.83472,286.976041666667,28.2992,35.45455,2811
"Urban","Jeep","Cherokee",26,2013,5638.0571,NA,NA,NA,NA
"Urban","Dodge","Grand Caravan",29,2010,5558.96369,467.736842105263,17,24,4321
"Urban","Buick","LeSabre",23,2003,4962.91059,423.190476190476,17,27,3567
"Urban","Ford","Edge",29,2012,4897.28242,429.998983253589,18.14185,25.494675,4258
"Urban","Toyota","Tacoma",25,2011,4839.1775,469.592940685046,17.461775,21.596,3762.5
"Urban","Ford","Taurus",28,2004,4278.30016,444.35,17,25,3401.5
"Urban","Volkswagen","Passat",23,2011,4168.7421,NA,NA,NA,NA
"Urban","Subaru","Crosstrek",28,2018,4154.78851,327,24.70375,30.8777,3209
"Urban","Chevrolet","Suburban",15,2002,4037.72491,646.993131868132,12.5,16.25,5123
"Urban","Mazda","Mazda6",25,2011,3997.09602,370.291666666667,21.1786,29.6545,3423
"Urban","Subaru","Legacy",29,2012,3924.49877,413.572510822511,18.7958,25.43855,3467
"Urban","Chevrolet","Impala",31,2009,3851.02631,413.572510822511,17.5,28,3649
"Urban","Mazda","CX-5",32,2016,3822.07795,324,24.967925,31.277825,3415
"Urban","Nissan","Murano",14,2013,3750.91329,NA,NA,NA,NA
"Urban","Hyundai","Santa Fe",24,2012,3745.78695,403.954545454545,19.76735,25.395625,3902
"Urban","Toyota","Yaris",16,2009,3705.85208,282.198084677419,29,35.5,2302
"Urban","Acura","MDX",13,2010,3626.37918,493.722222222222,16,21,4576.5
"Urban","Chrysler","Pacifica",9,2012,3551.0044,NA,NA,NA,NA
"Urban","Toyota","Matrix",16,2007,3536.9041,317.798212005109,25.5,32,2679
"Urban","Pontiac","Vibe",25,2006,3442.91213,329.148148148148,25,31,2780
"Urban","Chevrolet","Cruze",23,2014,3396.41609,309,25.6879,36.453,3102
"Urban","Mercedes-Benz","E",6,2008,3370.0953,NA,NA,NA,3980
"Urban","GMC","Sierra",12,2008,3277.61488,NA,NA,NA,NA
"Urban","Ford","Ranger",33,2002,3244.40464,522.764705882353,15,20,3459
"Urban","Volvo","XC90",13,2012,3153.52508,NA,NA,NA,NA
"Urban","Toyota","Other",10,2010,3081.89139,NA,NA,NA,NA
"Urban","Subaru","XV Crosstrek",19,2014,3066.49606,313.75,26.38985,31.40425,3164
"Urban","Lexus","RX",24,2010,2968.78539,296.233333333333,32,28,4510
"Urban","Lexus","RX",24,2010,2968.78539,433.770238095238,18,24.5,4510
"Urban","Volvo","V70",7,2002,2874.85832,NA,NA,NA,NA
"Urban","Hyundai","Tucson",14,2014,2859.70233,380.25,21.04895,26.593725,3197
"Urban","Mitsubishi","Outlander",11,2012,2839.67937,367.598636363636,21.723225,27.203,3600
"Urban","Chrysler","PT Cruiser",10,2004,2822.17778,NA,NA,NA,NA
"Urban","Kia","Optima",15,2013,2775.32931,326,23.5267,33.65,3223
"Urban","Ram","1500",11,2017,2713.64524,475.5,16.195025,23.202,5154.5
"Urban","GMC","Terrain",12,2014,2696.25063,403.75,18.961675,26.6596,4040
"Urban","Lincoln","Town Car",5,2002,2618.42803,NA,NA,NA,NA
"Urban","Volkswagen","Golf",16,2010,2582.1859,NA,NA,NA,NA
"Urban","Chevrolet","Sonic",16,2014,2569.40394,300,26.4099,34.8856,2745
"Urban","Mercedes-Benz","M",6,2010,2552.24628,NA,NA,NA,NA
"Urban","Saturn","S Series",10,1999,2538.13842,329.148148148148,23,33.5,2418
"Urban","Cadillac","CTS",5,2012,2535.969,467.736842105263,16.0395,25.5028,3883.5
"Urban","Saturn","Ion",16,2005,2518.96465,370.291666666667,21,29,2793
"Urban","Jeep","Patriot",11,2012,2464.31172,374.63856884058,21.658225,26.4328,3236
"Urban","Audi","A4",16,2010,2461.72631,341.807692307692,23,30,3660
"Urban","Nissan","LEAF",17,2015,2445.56086,0,NA,NA,3256
"Urban","Volkswagen","Golf Alltrack",7,2017,2418.8901,350.5,22.00955,30.86315,3329.5
"Urban","Kia","Sorento",17,2013,2397.49564,397.25,20.255525,26.6766,3878
"Urban","Kia","Forte",12,2015,2319.48637,303,25.2036,36.2115,2857.5
"Urban","Mazda","CX-9",6,2010,2294.15078,508.243464052288,15.5,21.5,4438
"Urban","GMC","Yukon XL",6,2010,2284.41798,NA,NA,NA,NA
"Urban","Chevrolet","TrailBlazer",11,2005,2268.78232,573.952083333333,13.5,18.75,4773
"Urban","Nissan","Versa",9,2010,2205.49892,NA,NA,NA,NA
"Urban","Kia","Rio",11,2011,2195.79084,296.233333333333,27.32605,34.00655,2401.5
"Urban","Honda","HR-V",16,2017,2104.88671,301.5,27.36275,32.50945,3062
"Urban","Jeep","Wrangler Unlimited",8,2013,2080.3036,503,15.8405,20.40205,4459
"Urban","Saturn","VUE",14,2006,2066.69032,433.770238095238,18.5,25,3388
"Urban","Nissan","Pathfinder",9,2011,2049.03935,NA,NA,NA,NA
"Urban","Acura","RDX",8,2014,1996.31977,394,19.65805,27.25865,4850
"Urban","Ford","C-Max Hybrid",6,2014,1993.85926,NA,NA,NA,NA
"Urban","Toyota","Prius v",18,2014,1950.9542,217,42.5946,38.7724,3274
"Urban","Mercury","Mountaineer",5,2004,1914.04863,583.209375,13.5,18.25,4329.5
"Urban","Fiat","500",5,2014,1908.6301,NA,NA,NA,NA
"Urban","GMC","Acadia",9,2013,1898.68128,475.5,16.17865,23.07755,4857
"Urban","Dodge","Caravan",13,2002,1898.17427,500.982843137255,15.5,21.5,3766
"Urban","Dodge","Dakota",8,2002,1874.867,604.368898809524,13.25,17.25,3861
"Urban","Jeep","Wrangler",13,2005,1862.33138,592.466666666667,13,17,3328
"Urban","Volkswagen","New Beetle",9,2002,1857.69482,370.291666666667,21,28,2874
"Urban","Nissan","Maxima",9,2010,1840.38314,403.954545454545,19,26,3556
"Urban","Jeep","Compass",11,2015,1826.9634,376,21.461925,27.113575,3226
"Urban","Chevrolet","Traverse",8,2014,1821.34081,470.5,16.3669,23.31,4758.5
"Urban","Mitsubishi","Outlander Sport",11,2015,1811.50325,343.5,23.425725,28.602775,3131
"Urban","Kia","Sedona",5,2011,1798.44114,423.190476190476,18.117,24.4967,4387
"Urban","Volkswagen","GTI",11,2015,1789.3987,315,24.77645,33.45375,3020
"Urban","Toyota","Prius c",18,2014,1782.20327,178,52.5854,46.3205,2500
"Urban","Volvo","S60",10,2011,1760.73262,NA,NA,NA,NA
"Urban","Audi","A6",5,2009,1756.85389,NA,NA,NA,NA
"Urban","Nissan","Frontier",7,2012,1755.85787,517.175938467492,15.6304,20.211925,4294
"Urban","Lincoln","MKZ",7,2012,1729.2073,423.190476190476,17.8951,26.5822,3752
"Urban","Hyundai","Azera",4,2008,1718.47635,433.770238095238,17.5,26,3629
"Urban","Volvo","XC70",7,2008,1650.03986,522.764705882353,15,22,4092
"Urban","Kia","Sportage",16,2013,1614.61223,NA,NA,NA,NA
"Urban","Acura","RSX",3,2003,1613.93999,NA,NA,NA,NA
"Urban","Dodge","Charger",7,2012,1598.84132,NA,NA,NA,NA
"Urban","Buick","LaCrosse",15,2012,1591.57469,423.190476190476,17.4131,26.6419,3940
"Urban","Mercedes-Benz","C",10,2010,1579.54044,NA,NA,NA,NA
"Urban","Chrysler","Sebring",10,2004,1556.58575,423.190476190476,18,26,3167
"Urban","Mazda","MX-5 Miata",8,1997,1554.49887,NA,NA,NA,NA
"Urban","Honda","Ridgeline",8,2012,1532.31723,NA,NA,NA,NA
"Urban","Volkswagen","Tiguan",18,2015,1471.56904,393,20.5204,25.5684,3316
"Urban","Kia","Niro",7,2018,1441.13509,183,50.8864,46.2675,3199
"Urban","Saab","9-3",4,2006,1403.16359,NA,NA,NA,NA
"Urban","Buick","Regal",7,2008,1377.40061,NA,NA,NA,NA
"Urban","Buick","Encore",4,2016,1377.24386,308.5,26.2152,33.171,3358
"Urban","Lexus","ES",13,2006,1368.0829,423.190476190476,18,27,3472
"Urban","Audi","A3",7,2014,1362.1649,NA,NA,NA,NA
"Urban","Buick","Verano",4,2014,1359.42005,372,20.5296,30.5383,3300
"Urban","Chevrolet","Colorado",8,2015,1353.939,434.5,18.00475,24.2007,4140
"Urban","Ford","Expedition",2,2004,1352.45848,636.41336996337,12.5,16.75,5366.5
"Urban","Chevrolet","Tahoe",10,2005,1350.20276,592.466666666667,13,18,5083.5
"Urban","Dodge","Dart",8,2014,1348.88421,327,23.6998,34.2642,3186
"Urban","Chevrolet","Volt",8,2014,1340.40875,81,34.9,39.7,3781
"Urban","Acura","TL",10,2007,1324.84751,423.190476190476,18,26,3623
"Urban","Pontiac","G6",6,2008,1282.37507,444.35,17,26,3457
"Urban","Toyota","Avalon",17,2006,1266.56093,386.391304347826,20,28,3490
"Urban","Hyundai","Accent",7,2014,1258.3967,287,26.77155,36.39185,2413
"Urban","Mazda","Mazda5",7,2008,1249.66985,378.341485507246,21.5,27.5,3417
"Urban","Dodge","Journey",4,2015,1185.0664,454.25,16.9057,24.363,4025
"Urban","BMW","5 Series",8,2006,1179.20479,NA,NA,NA,NA
"Urban","Dodge","Ram Pickup",8,2000,1177.24088,659.200549450549,12,17,5143
"Urban","Cadillac","Escalade ESV",2,2009,1170.18084,NA,NA,NA,NA
"Urban","Saturn","L Series",8,2002,1161.69836,370.291666666667,21,29.5,3070
"Urban","Jeep","Liberty",11,2008,1154.96578,494.486498108015,15.75,21.75,4168
"Urban","Nissan","Juke",4,2012,1153.38776,317.798212005109,25.8965,30.93165,3146
"Urban","BMW","i3",2,2015,1142.61698,0,NA,NA,2716.5
"Urban","Nissan","Xterra",6,2008,1128.57052,NA,NA,NA,NA
"Urban","Ford","Mustang",4,2008,1103.55629,493.722222222222,15,23,3450
"Urban","BMW","X1",6,2016,1069.52848,349,21.9462,31.166,3660
"Urban","Dodge","Durango",9,2009,1061.83811,NA,NA,NA,NA
"Urban","Toyota","4Runner",14,2008,1061.55625,532.929575163399,15.25,19.25,4300
"Urban","Buick","Rainier",3,2006,1057.36641,547.269301470588,14,20,4600
"Urban","Saturn","Aura",5,2008,1056.91264,403.954545454545,18,29,3529
"Urban","Infiniti","G37x",3,2012,1053.3707,444.35,17.767,25.0032,NA
"Urban","Dodge","Challenger",3,2016,1052.12351,NA,NA,NA,NA
"Urban","Tesla","Model 3",4,2018,1050.28103,0,NA,NA,3810.5
"Urban","Chevrolet","Bolt",3,2018,1050.19478,0,NA,NA,3563
"Urban","Geo","Prizm",3,1996,1036.9857,335.47792022792,24,31,2364.5
"Urban","Chevrolet","Corvette",3,1998,1034.8845,480.729532163743,15.5,24,3245.5
"Urban","Audi","TT",5,2007,1033.9344,NA,NA,NA,NA
"Urban","Kia","Spectra",5,2007,1033.65767,341.807692307692,23,31,2701
"Urban","Lexus","LX",2,2006,1020.90432,NA,NA,NA,NA
"Urban","Chevrolet","Cobalt",12,2008,1010.12057,341.807692307692,22,31,3103.5
"Urban","Honda","Accord Hybrid",5,2016,1010.0995,NA,NA,NA,NA
"Urban","Lincoln","MKX",2,2014,1004.86581,NA,NA,NA,NA
"Urban","Dodge","Other",5,2015,997.66718,NA,NA,NA,NA
"Urban","Chevrolet","HHR",7,2008,989.94098,370.291666666667,21,29,3067
"Urban","Chevrolet","Uplander",2,2006,973.08644,495.250773993808,15.5,22,4470
"Urban","Pontiac","Grand Am",4,2004,972.41121,355.48,21,31,3091
"Urban","Volkswagen","Other",2,2018,972.13,NA,NA,NA,NA
"Urban","Mercedes-Benz","CLA",1,2018,969.87502,NA,NA,NA,3280.5
"Urban","Pontiac","Bonneville",1,1997,969.87502,456.043421052632,16.5,26,3491
"Urban","Plymouth","Breeze",2,1997,968.70124,357.769726247987,21,31.5,2909
"Urban","Toyota","Scion iQ",1,2012,967.44819,240.189189189189,36,37.4,2127
"Urban","Toyota","Camry Solara",4,2004,961.84248,NA,NA,NA,NA
"Urban","Oldsmobile","Intrigue",2,2000,955.1688,444.35,17,26,3455
"Urban","Mazda","CX-3",2,2018,954.86151,299,27.59975,32.77075,2880.5
"Urban","Kia","Forte Koup",1,2011,951.60181,335.47792022792,23.5823,31.60335,NA
"Urban","Lexus","GS",8,2008,950.92658,NA,NA,NA,NA
"Urban","Chevrolet","Cavalier",2,1996,946.99395,NA,NA,NA,NA
"Urban","BMW","7 Series",2,2004,945.51152,NA,NA,NA,NA
"Urban","Chrysler","300M",2,2003,944.65641,NA,NA,NA,3503
"Urban","Subaru","B9 Tribeca",2,2006,938.91801,493.722222222222,16,21,4245
"Urban","Chevrolet","G30",1,1994,934.19937,651.570913461539,12.25,17,4206
"Urban","Ford","Five Hundred",3,2006,926.50523,450.753540100251,17.75,24.25,3739
"Urban","Chevrolet","Malibu Maxx",2,2006,917.48552,435.845693779904,18,26,NA
"Urban","Audi","Q5",6,2016,913.52234,395,19.6583,27.2277,4200
"Urban","BMW","Z4",1,2007,906.1078,423.190476190476,18,28,3086
"Urban","Infiniti","FX45",1,2006,906.1078,592.466666666667,13,17,4391
"Urban","Chevrolet","Other",3,1998,899.86992,NA,NA,NA,NA
"Urban","Rolls Royce","Silver Seraph",1,1999,898.24024,NA,NA,NA,NA
"Urban","Pontiac","G5",1,2007,897.95342,362.885833333333,21.5,30,2991
"Urban","Volkswagen","Golf SportWagen",5,2016,896.35621,311.5,24.9253,34.3557,3025.5
"Urban","Mitsubishi","Diamante",1,2002,895.9027,493.722222222222,16,23,3494
"Urban","GMC","Sierra Limited",1,2019,884.91537,NA,NA,NA,5229
"Urban","Land Rover","LR2",2,2011,878.01638,NA,NA,NA,NA
"Urban","Ford","C-Max Energi",2,2014,867.1831,NA,NA,NA,NA
"Urban","Buick","Lucerne",8,2008,866.20889,493.722222222222,15,23,3792
"Urban","Mercury","Milan",3,2009,864.88377,386.391304347826,20,28,3211
"Urban","Isuzu","Rodeo",1,2001,861.06001,530.932904411765,15,19.5,3856
"Urban","Nissan","350Z",1,2006,861.06001,NA,NA,NA,3459.5
"Urban","Chevrolet","K30",1,1981,858.72034,NA,NA,NA,4262.5
"Urban","Buick","Park Avenue",5,1999,854.88737,456.043421052632,16.5,25,3831
"Urban","Oldsmobile","Aurora",1,1998,836.73853,493.722222222222,15,23,3967
"Urban","Porsche","Cayenne",1,2009,829.18545,555.4375,14,20,4927
"Urban","Toyota","Scion xD",1,2012,829.18545,306.448275862069,26.58165,32.56875,2624
"Urban","Volkswagen","Atlas",1,2019,829.18545,424,18.5831,24.82075,4452.5
"Urban","Nissan","Other",1,2018,817.8591,NA,NA,NA,NA
"Urban","Nissan","Titan",1,2008,785.39597,634.785714285714,12,17,5118
"Urban","MINI","Cooper Countryman",5,2013,773.88491,NA,NA,NA,NA
"Urban","Lexus","IS",4,2009,763.01206,396.741071428571,19.5,27.5,3527
"Urban","GMC","Yukon",6,2006,761.64396,634.785714285714,13,17,5210
"Urban","Ford","Crown Victoria",4,2008,749.39883,493.722222222222,15,23,NA
"Urban","Pontiac","Aztek",2,2004,721.07858,469.036111111111,16.5,23,3779
"Urban","Ford","Flex",2,2014,720.78403,453.75,17.148325,23.7468,4557
"Urban","Ford","Fiesta",12,2014,714.66811,293,27.19595,35.3626,2578
"Urban","Volkswagen","Beetle",4,2013,693.93,352.5,22.1533,30.19005,3164
"Urban","Hyundai","Elantra Coupe",1,2014,689.73436,322,23.6431,33.3046,2861
"Urban","Mitsubishi","Mirage",1,2017,684.64059,234,35.02385,41.7499,2117
"Urban","Chrysler","300C",3,2008,681.878,NA,NA,NA,NA
"Urban","BMW","X3",6,2013,673.27291,394,20.0147,26.6404,4167
"Urban","Cadillac","SRX",1,2005,671.55104,548.358394607843,14.25,20.25,4233
"Urban","GMC","Suburban",3,1996,662.15543,NA,NA,NA,NA
"Urban","Ford","LTD Crown Victoria",1,1989,661.11118,564.253968253968,13,19.5,NA
"Urban","Mercedes-Benz","S",1,2005,653.43875,NA,NA,NA,4300
"Urban","Hyundai","Entourage",1,2008,653.02498,493.722222222222,16,23,4400
"Urban","Mazda","Other",2,2004,648.85202,NA,NA,NA,NA
"Urban","Chevrolet","Astro",1,2002,639.82004,573.952083333333,14,18,4253.5
"Urban","Pontiac","Other",2,2009,632.57576,NA,NA,NA,NA
"Urban","Cadillac","Fleetwood",1,1994,626.98081,493.722222222222,15,23,4478
"Urban","Mercedes-Benz","GLA",2,2018,626.50948,NA,NA,NA,3366
"Urban","Hyundai","Elantra Touring",3,2010,622.29681,341.807692307692,23,30.5,2937
"Urban","Toyota","Pickup",1,1994,620.70159,NA,NA,NA,3345
"Urban","Toyota","Tundra",9,2006,616.31565,NA,NA,NA,NA
"Urban","Mazda","B-Series",1,2000,603.07911,NA,NA,NA,NA
"Urban","Volkswagen","City Golf",1,2008,586.9827,NA,NA,NA,NA
"Urban","Mercury","Sable",8,2003,584.55064,423.190476190476,18,25,3441.5
"Urban","Mercedes-Benz","190",3,1992,578.13835,NA,NA,NA,NA
"Urban","Ford","Windstar",2,2000,576.66186,515.50408496732,15.25,21,3910
"Urban","Toyota","Scion xB",10,2007,568.98995,NA,NA,NA,NA
"Urban","Infiniti","QX80",1,2014,562.92867,562,13.63315,19.80675,5755.5
"Urban","Pontiac","Fiero",2,1987,559.46204,419.014254385965,18.5,27.5,2556.5
"Urban","Dodge","Stratus",7,2005,543.62968,423.190476190476,18,26,3131.5
"Urban","Honda","Other",9,2009,541.12788,NA,NA,NA,NA
"Urban","Mercury","Mariner",7,2009,540.69736,361.091873706004,24,27,3526
"Urban","Infiniti","I30",1,1999,517.67066,423.190476190476,18.5,24.5,3035
"Urban","Hyundai","Genesis Coupe",1,2011,509.0726,415.370652173913,18.55205,27.9203,3341.5
"Urban","Volvo","XC60",8,2013,499.57798,428.25,18.039225,24.358825,4171
"Urban","Cadillac","CT6",1,2017,490.3983,359,21.5537,30.2223,4085
"Urban","Nissan","370Z",1,2009,490.3983,NA,NA,NA,3232
"Urban","Toyota","Venza",7,2012,483.13463,NA,NA,NA,NA
"Urban","Plymouth","Neon",1,1996,477.53276,336.436428571429,23,32.5,2381
"Urban","Honda","Element",12,2007,468.28479,428.961255411255,18.75,23.75,3573.5
"Urban","Infiniti","EX35",1,2008,465.83813,467.736842105263,16.5,23.5,3833.5
"Urban","Chevrolet","Monte Carlo",4,2002,454.18914,424.152272727273,18,28,3367.5
"Urban","Chevrolet","Spark",5,2014,444.42123,267,30.5143,37.68385,2303
"Urban","Cadillac","Deville",4,2001,437.81498,NA,NA,NA,NA
"Urban","Volvo","S80",3,2009,425.92898,NA,NA,NA,NA
"Urban","Pontiac","Grand Prix",6,2006,425.27025,444.35,17,26,3484
"Urban","Saab","9-5",3,2004,424.38034,433.770238095238,17.5,26.5,NA
"Urban","Tesla","Model S",2,2016,419.2246,0,NA,NA,4647
"Urban","Volvo","V70 XC",2,2001,416.39064,493.722222222222,16,21,NA
"Urban","Volkswagen","Rabbit",6,2008,415.97215,370.291666666667,21.5,29,3056.5
"Urban","Buick","Enclave",3,2010,414.25545,480.729532163743,16.5,23,4880
"Urban","Chevrolet","Silverado Classic",1,2007,410.28797,555.4375,14.5,18.5,NA
"Urban","Dodge","Caliber",3,2008,403.944,370.291666666667,23,27,3156
"Urban","Hyundai","Elantra GT",7,2015,403.89154,NA,NA,NA,NA
"Urban","Mazda","626",3,1999,403.69803,NA,NA,NA,NA
"Urban","Mercury","Grand Marquis",4,2003,396.31852,NA,NA,NA,NA
"Urban","Infiniti","QX60",2,2016,396.20033,364.5,22.8008,27.25915,4392.5
"Urban","Land Rover","Range Rover",1,2002,391.24913,740.583333333333,11,14,4960
"Urban","Dodge","Intrepid",4,2000,382.6014,433.770238095238,17.5,26,3403
"Urban","Chrysler","Concorde",4,2000,372.99327,433.770238095238,17.5,26,3438
"Urban","Cadillac","STS",2,2006,351.81823,NA,NA,NA,NA
"Urban","Volvo","S90",1,2018,340.66072,322,23.808,33.3,4091
"Urban","Ford","Escort",8,1998,335.31669,336.436428571429,23,32.5,2473
"Urban","GMC","Safari",1,1997,333.8729,555.4375,15,20,4198
"Urban","Toyota","Celica",2,1994,332.6047,NA,NA,NA,NA
"Urban","Chevrolet","Avalanche",4,2004,314.13917,634.785714285714,13,17,5678
"Urban","GMC","Envoy",3,2004,304.24623,564.694791666667,13.75,18.5,4851
"Urban","Buick","Rendezvous",6,2005,300.4081,480.729532163743,16.25,23.25,4272
"Urban","Chevrolet","Blazer",2,2000,299.36662,541.097773692811,14.25,18.75,3759.5
"Urban","Ford","Other",2,2000,287.27499,NA,NA,NA,NA
"Urban","Oldsmobile","Alero",4,2002,265.69254,370.291666666667,21,30,3018.5
"Urban","Toyota","Prius Plug-In",5,2015,251.54966,NA,NA,NA,3165
"Urban","Acura","TSX",6,2010,249.96417,386.391304347826,20,28,3470
"Urban","Subaru","Other",2,2000,244.66028,NA,NA,NA,NA
"Urban","Chevrolet","Express",2,2008,243.31443,634.785714285714,12,16,5642
"Urban","Ford","Freestyle",1,2007,241.39731,456.043421052632,17.5,23.5,3737
"Urban","Saturn","Astra",1,2008,238.03038,329.148148148148,24,31,2877
"Urban","Saturn","Outlook",2,2008,234.61348,480.729532163743,16,23,4722
"Urban","Infiniti","G35",2,2005,231.07567,467.736842105263,16,23,3360
"Urban","Mercedes-Benz","GL",2,2014,221.80472,NA,NA,NA,5522.5
"Urban","Jaguar","S-Type",1,2004,220.70997,467.736842105263,16,24,3874
"Urban","Buick","Century",5,2002,220.46347,423.190476190476,18,26,3368
"Urban","Toyota","Scion iM",1,2016,220.40137,288.5,27.6363,35.42265,2943
"Urban","Chevrolet","S10",5,1997,219.95815,497.572261996904,16,22,NA
"Urban","Kia","Rondo",3,2008,218.02435,413.572510822511,18.5,26,3388
"Urban","Volvo","V90",1,1998,217.67895,493.722222222222,16,23,3609
"Urban","Volvo","S40",5,2005,216.32731,424.152272727273,18.25,26,3251.5
"Urban","Lexus","NX",3,2018,207.51968,283,32.6423,29.681,4050
"Urban","Lexus","NX",3,2018,207.51968,360,22.3325,27.9941,4050
"Urban","GMC","Canyon",5,2009,203.74854,NA,NA,NA,NA
"Urban","Mitsubishi","Galant",4,2004,196.26551,NA,NA,NA,NA
"Urban","Mitsubishi","Lancer Evolution",1,2005,187.63821,467.736842105263,17,23.5,NA
"Urban","Acura","TLX",4,2016,183.9657,NA,NA,NA,NA
"Urban","Honda","Insight",4,2010,183.58871,216.756097560976,40,43,2725
"Urban","GMC","Other",2,1992,168.78565,NA,NA,NA,NA
"Urban","Ford","F-250",4,2010,168.48796,NA,NA,NA,6052
"Urban","Chevrolet","Aveo",4,2006,168.38206,NA,NA,NA,NA
"Urban","Toyota","FJ Cruiser",4,2009,167.917,NA,NA,NA,NA
"Urban","Chrysler","200",4,2014,166.76883,380,19.6583,29.0835,3389
"Urban","Mercury","Montego",1,2007,166.63036,445.46365914787,18,24.5,3737.5
"Urban","Mazda","Mazda2",4,2012,166.48412,291.455376344086,28.4808,33.6183,2306
"Urban","GMC","K1500",1,1986,165.03191,NA,NA,NA,3871
"Urban","Infiniti","G25x",1,2012,159.21867,403.954545454545,19.4394,26.8407,NA
"Urban","Mazda","Tribute",3,2003,156.44175,447.151021493127,18,23,3373.5
"Urban","Ford","Freestar",3,2005,156.4171,493.722222222222,16,21.5,4177.5
"Urban","Oldsmobile","Eighty Eight",2,1998,154.28349,NA,NA,NA,NA
"Urban","Nissan","Quest",3,2013,152.8326,421,19.0424,24.5382,4264
"Urban","Infiniti","G37",2,2011,149.95364,444.35,17.7302,24.9966,3661
"Urban","BMW","X5",3,2013,146.99921,512.5,14.9384,21.7037,5280
"Urban","Chevrolet","Impala Limited",3,2014,146.40435,410,17.821,29.1471,3602
"Urban","Hyundai","Genesis",3,2012,145.67411,444.35,16.978,25,4024
"Urban","Nissan","Versa Note",4,2015,138.21124,NA,NA,NA,2407
"Urban","Volkswagen","CC",3,2014,132.72676,NA,NA,NA,NA
"Urban","Audi","Q3",3,2018,132.30553,380,20.2697,28.2208,3825
"Urban","Jeep","Renegade",3,2016,119.27678,349.5,22.6312,30.147225,3267.5
"Urban","BMW","M3",1,2020,116.68833,354.5,21.90335,29.95395,3908.5
"Urban","Buick","Envision",1,2018,111.50623,373.75,21.315,27.8127,3929
"Urban","Ford","Econoline",2,2000,109.28804,592.466666666667,12,16.5,5378
"Urban","Dodge","Magnum",2,2006,109.11843,444.35,17,24,4069
"Urban","Volkswagen","e-Golf",1,2016,107.88714,0,NA,NA,3399.5
"Urban","Ford","F-350",4,2010,106.14151,NA,NA,NA,6425
"Urban","Lincoln","MKC",2,2015,105.7671,403.25,19.30425,27.349775,3791
"Urban","Mercedes-Benz","400",1,1995,102.54156,NA,NA,NA,NA
"Urban","MINI","Other",2,2014,101.52419,NA,NA,NA,NA
"Urban","Volvo","V60",2,2016,99.49676,NA,NA,NA,NA
"Urban","Suzuki","Other",2,2005,99.1383,NA,NA,NA,NA
